resource_id,citation_key,short_label,year,linked_publications,setting,record_basis,origin,focal_task,participants,robot_instances,robot_platforms,focal_tasks,environment_configurations,sessions_or_trials,duration,access_status,H_capabilityAndRole,H_physicalState,H_action,H_intent,H_internalState,R_capabilityAndConfiguration,R_physicalState,R_action,R_intent,T_specification,T_structure,T_allocation,T_workObjectState,T_execution,E_geometricStructure,E_semanticContent,E_operatingConditions,I_modality,I_representationForm,I_unitOfObservation,I_measurementUnit,I_source,I_perspective,I_encodingMethod,I_spatialReference,I_temporalReference,cross_referent_relations
RES-CON-0178-01,Yoon2021491,Yoon2021,2021,not reported,not reported,episode,real,not reported,4,not reported,not reported,not reported,1,not reported,not reported,not reported,notReported,notReported,captured,notReported,captured,notReported,captured,notReported,notReported,captured,notReported,notReported,notReported,captured,captured,notReported,notReported,reported,notReported,notReported,notReported,notReported,notReported,notReported,notReported,notReported,notReported
RES-CON-0179-01,Brosque20211,Brosque2021,2021,not reported,simulation,episode,synthetic,welding; sealing concrete precast joints,not reported,1,2,2,1,not reported,not reported,not reported,notReported,notReported,captured,notReported,notReported,captured,notReported,notReported,notReported,notReported,notReported,captured,notReported,captured,captured,notReported,notReported,reported,reported,notReported,reported,notReported,notReported,notReported,notReported,notReported,notReported
RES-CON-0180-01,WOS:000878693200219,Suthar2021,2021,10.1109/case49439.2021.9551518,not reported,model-generated,not reported,drilling and screwing on a small work piece; drilling and screwing on a big sheet; sheet fitting on the wall,not reported,1,1,3,not reported,not reported,not reported,not reported,notReported,notReported,notReported,notReported,notReported,captured,captured,captured,notReported,notReported,notReported,notReported,notReported,notReported,notReported,notReported,notReported,notReported,notReported,notReported,reported,reported,notReported,notReported,reported,notReported,notReported
RES-CON-0181-01,Suthar2021899,Suthar2021,2021,10.1109/ro-man50785.2021.9515456,not reported,episode,not reported,holding; installation,not reported,1,1,2,not reported,not reported,not reported,not reported,notReported,notReported,notReported,notReported,notReported,captured,notReported,captured,notReported,notReported,notReported,notReported,notReported,notReported,notReported,notReported,notReported,reported,notReported,notReported,reported,notReported,notReported,notReported,reported,notReported,notReported
RES-CON-0186-01,Wang2021,Wang2021,2021,10.1061/(asce)cp.1943-5487.0000988,not reported,mixed,real,drywall installation,20,1,1,1,1,not reported,not reported,available on request,captured,captured,captured,notReported,notReported,captured,captured,captured,captured,captured,captured,captured,captured,captured,captured,captured,notReported,reported,reported,reported,notReported,notReported,notReported,notReported,notReported,reported,communication
RES-CON-0187-01,Xiang2021,Xiang2021,2021,10.1016/j.autcon.2021.103704,laboratory mock-up,episode,real,not reported,not reported,1,1,not reported,1,not reported,not reported,not reported,notReported,notReported,notReported,notReported,notReported,captured,notReported,notReported,notReported,notReported,notReported,notReported,captured,captured,captured,notReported,notReported,reported,reported,notReported,reported,reported,notReported,notReported,reported,notReported,notReported
RES-CON-0190-01,WOS:000600848100002,Jin2021,2021,10.1109/tcst.2019.2959536,not reported,episode,real,not reported,9,1,1,not reported,1,not reported,not reported,not reported,notReported,notReported,notReported,captured,notReported,captured,captured,captured,captured,notReported,notReported,notReported,notReported,captured,notReported,notReported,notReported,notReported,reported,notReported,reported,notReported,notReported,notReported,notReported,reported,notReported
RES-CON-0191-01,Liu20211075,Liu2021,2021,10.1061/9780784483893.132,not reported,episode,real,bricklaying,6,1,1,1,not reported,not reported,not reported,not reported,notReported,notReported,notReported,notReported,captured,notReported,notReported,notReported,notReported,notReported,notReported,notReported,notReported,notReported,notReported,notReported,notReported,notReported,notReported,notReported,notReported,reported,notReported,notReported,notReported,notReported,proximity
RES-CON-0193-01,Bruun2020320,Bruun2020,2020,10.1080/14626268.2020.1845214,not reported,episode,not reported,construction of unplanned spatial structures,not reported,2,not reported,1,1,not reported,not reported,not reported,notReported,notReported,captured,notReported,notReported,captured,notReported,captured,captured,notReported,notReported,captured,captured,notReported,notReported,notReported,notReported,notReported,reported,notReported,notReported,notReported,reported,notReported,notReported,notReported,notReported
RES-CON-0195-01,WOS:000714033801022,Wallace2020,2020,10.1109/iros45743.2020.9340688,not reported,episode,not reported,not reported,not reported,2,2,not reported,not reported,not reported,not reported,not reported,notReported,notReported,notReported,notReported,notReported,captured,captured,notReported,notReported,notReported,notReported,notReported,captured,captured,notReported,notReported,notReported,notReported,reported,notReported,notReported,notReported,notReported,notReported,notReported,notReported,notReported
RES-CON-0196-01,Wang20201528,Wang2020,2020,not reported,on-site,episode,real,carpentry,not reported,2,1,1,1,not reported,not reported,not reported,notReported,notReported,notReported,notReported,notReported,captured,captured,captured,captured,notReported,notReported,notReported,captured,captured,captured,notReported,notReported,notReported,reported,notReported,notReported,notReported,notReported,notReported,notReported,notReported,notReported
RES-CON-0200-01,Liang201980,Liang2019,2019,10.1016/j.autcon.2019.04.004,on-site,episode,real,not reported,not reported,2,2,not reported,1,not reported,not reported,not reported,notReported,captured,captured,notReported,notReported,captured,captured,notReported,notReported,notReported,notReported,notReported,captured,captured,captured,captured,captured,reported,reported,notReported,notReported,notReported,notReported,reported,notReported,reported,notReported
RES-CON-0201-01,Devadass2019469,Devadass2019,2019,10.22260/isarc2019/0063,on-site,episode,real,timber space-frame assembly,not reported,1,1,1,1,not reported,not reported,not reported,notReported,notReported,notReported,notReported,notReported,captured,notReported,captured,captured,captured,captured,notReported,captured,captured,notReported,notReported,captured,notReported,notReported,notReported,notReported,notReported,notReported,notReported,notReported,notReported,notReported
RES-CON-0202-01,Das2019171,Das2019,2019,10.5151/proceedings-ecaadesigradi2019_376,not reported,episode,not reported,Robotic Masonry,not reported,1,1,1,1,not reported,not reported,not reported,notReported,notReported,captured,notReported,captured,captured,notReported,captured,notReported,notReported,notReported,notReported,captured,notReported,notReported,notReported,notReported,reported,reported,notReported,notReported,notReported,notReported,notReported,notReported,notReported,notReported
RES-CON-0203-01,WOS:000488136600013,Tavares2019,2019,10.1016/j.autcon.2019.04.020,not reported,episode,not reported,Welding,not reported,1,1,1,1,not reported,not reported,not reported,notReported,notReported,notReported,notReported,notReported,captured,notReported,captured,captured,captured,captured,notReported,notReported,captured,captured,notReported,notReported,reported,notReported,notReported,reported,notReported,notReported,notReported,reported,notReported,notReported
RES-CON-0204-01,Reinhardt2019211,Reinhardt2019,2019,10.5151/proceedings-ecaadesigradi2019_294,not reported,episode,not reported,timber module assembly,not reported,1,1,1,not reported,not reported,not reported,not reported,notReported,notReported,captured,notReported,notReported,captured,notReported,captured,captured,notReported,notReported,notReported,notReported,notReported,notReported,notReported,captured,notReported,notReported,notReported,notReported,notReported,notReported,notReported,notReported,notReported,notReported
RES-CON-0205-01,Rossi2019201,Rossi2019,2019,10.5151/proceedings-ecaadesigradi2019_280,not reported,episode,not reported,not reported,not reported,1,1,not reported,not reported,not reported,not reported,not reported,notReported,notReported,notReported,notReported,notReported,captured,notReported,captured,captured,captured,captured,notReported,notReported,captured,notReported,notReported,notReported,notReported,notReported,notReported,notReported,reported,notReported,notReported,reported,notReported,notReported
RES-CON-0206-01,Yan20191050,Yan2019,2019,10.1109/cyber46603.2019.9066688,not reported,episode,not reported,curtain wall installation,not reported,1,1,1,not reported,not reported,not reported,not reported,notReported,notReported,notReported,notReported,notReported,captured,notReported,captured,captured,notReported,notReported,notReported,notReported,notReported,notReported,notReported,notReported,notReported,notReported,notReported,notReported,notReported,notReported,notReported,reported,notReported,notReported
RES-CON-0207-01,Kim2019265,Kim2019,2019,not reported,not reported,episode,not reported,not reported,not reported,not reported,not reported,not reported,not reported,not reported,not reported,not reported,notReported,notReported,notReported,notReported,notReported,notReported,notReported,notReported,notReported,notReported,notReported,notReported,captured,captured,notReported,notReported,notReported,notReported,reported,notReported,notReported,notReported,notReported,notReported,notReported,notReported,notReported
RES-CON-0208-01,Yousefizadeh2019213,Yousefizadeh2019,2019,10.1016/j.autcon.2019.01.006,not reported,model-generated,not reported,not reported,not reported,1,1,not reported,not reported,not reported,not reported,not reported,notReported,notReported,notReported,notReported,notReported,captured,notReported,captured,captured,notReported,captured,notReported,notReported,notReported,notReported,notReported,notReported,notReported,reported,notReported,reported,notReported,notReported,notReported,notReported,reported,notReported
RES-CON-0209-01,WOS:000426225700009,Yu2018,2018,10.1016/j.conengprac.2017.09.003,not reported,episode,not reported,refractory construction,not reported,1,1,1,not reported,not reported,not reported,not reported,notReported,notReported,notReported,notReported,notReported,captured,captured,notReported,notReported,notReported,notReported,notReported,notReported,notReported,notReported,notReported,notReported,notReported,notReported,notReported,notReported,notReported,notReported,notReported,notReported,notReported,notReported
RES-CON-0210-01,You2018161,You2018,2018,10.1016/j.autcon.2018.09.008,not reported,mixed,real,masonry task,30,1,1,1,1,not reported,not reported,not reported,captured,notReported,notReported,notReported,notReported,notReported,notReported,captured,notReported,notReported,notReported,notReported,notReported,captured,notReported,notReported,notReported,reported,notReported,notReported,reported,notReported,notReported,notReported,reported,notReported,directed psychological relation
RES-CON-0211-01,Arruñada20181546,Arrunada2018,2018,10.1109/ccta.2018.8511329,not reported,model-generated,not reported,Wall Mounting,not reported,1,1,1,not reported,not reported,not reported,not reported,notReported,notReported,notReported,notReported,notReported,captured,notReported,notReported,notReported,notReported,notReported,notReported,notReported,captured,notReported,notReported,notReported,notReported,notReported,notReported,notReported,notReported,notReported,notReported,notReported,notReported,notReported
RES-CON-0213-01,Liang2018,Liang2018,2018,10.22260/isarc2018/0120,not reported,episode,real,not reported,not reported,1,1,not reported,1,not reported,not reported,not reported,notReported,notReported,notReported,notReported,notReported,captured,notReported,notReported,notReported,notReported,notReported,notReported,notReported,captured,captured,notReported,notReported,notReported,notReported,notReported,notReported,notReported,notReported,notReported,notReported,notReported,notReported
RES-SHARED-DRYWALL-VULNERABILITY,Sam2026;Sam2024558,Sam2026;Sam2024,2024,10.1061/jcemd4.coeng-17631;10.1061/9780784485286.056,on-site,mixed,real,Drywall Finishing,not reported,1,1,1,1,100,not reported,available on request,captured,notReported,notReported,notReported,notReported,notReported,notReported,captured,notReported,notReported,captured,captured,notReported,captured,captured,notReported,captured,notReported,notReported,notReported,reported,notReported,notReported,notReported,notReported,notReported,notReported
RES-SHARED-HAND-MOTION,WOS:000796077100009;Zhou2022,Zhou2022;Zhou2022,2022,10.1061/(asce)co.1943-7862.0002289;10.1016/j.autcon.2022.104232,not reported,episode,real,pipe skid maintenance,120,1,1,1,1,not reported,not reported,metadata only,captured,captured,captured,captured,captured,captured,notReported,captured,captured,captured,captured,notReported,captured,captured,notReported,captured,notReported,reported,reported,notReported,reported,reported,notReported,reported,notReported,reported,notReported
